date,open,close,high,low,volumefrom,volumeto
2024-07-08,2931.2,3018.49,3095.59,2823.46,446084.06,1324818646.47
2024-07-09,3018.49,3066.44,3113.28,3003.39,270137.34,827566369.94
2024-07-10,3066.44,3100.44,3151.0,3024.32,266996.85,827331929.61
2024-07-11,3100.44,3099.49,3216.8,3055.15,306401.14,959215308.08
2024-07-12,3099.49,3134.62,3158.27,3045.45,263282.49,816437009.68
2024-07-13,3134.62,3176.67,3203.26,3114.5,143528.6,452734839.69
2024-07-14,3176.67,3246.12,3269.15,3164.68,179824.84,576393568.87
2024-07-15,3246.12,3485.5,3495.92,3234.16,372645.85,1256447785.47
2024-07-16,3485.5,3446.19,3500.11,3348.6,381716.86,1311168548.22
2024-07-17,3446.19,3387.66,3518.37,3377.02,290332.97,1002846011.47
2024-07-18,3387.66,3425.94,3489.81,3367.76,294308.06,1008326515.58
2024-07-19,3425.94,3506.0,3542.18,3376.46,362043.38,1249532745.89
2024-07-20,3506.0,3518.85,3541.04,3482.21,155617.03,545578065.02
2024-07-21,3518.85,3536.46,3547.99,3413.6,237146.07,829407003.8
2024-07-22,3536.46,3441.05,3563.26,3424.39,293172.34,1021404115.3
2024-07-23,3441.05,3483.07,3541.2,3390.66,497692.19,1727769821.29
2024-07-24,3483.07,3335.15,3488.34,3305.26,374294.59,1276136904.66
2024-07-25,3335.15,3174.48,3342.09,3086.98,629226.14,1993255125.39
2024-07-26,3174.48,3274.89,3286.14,3170.16,352369.01,1143687551.64
2024-07-27,3274.89,3249.36,3328.21,3191.5,266332.66,870351113.68
2024-07-28,3249.36,3270.15,3284.22,3198.42,169799.31,552126414.21
2024-07-29,3270.15,3317.94,3396.47,3257.12,401715.85,1337423635.28
2024-07-30,3317.94,3278.41,3365.72,3233.0,350556.94,1159118253.15
2024-07-31,3278.41,3231.84,3348.14,3212.6,376464.31,1237697272.51
2024-08-01,3231.84,3200.67,3242.01,3077.63,487547.13,1539066982.82
2024-08-02,3200.67,2985.72,3215.63,2963.83,523145.1,1612368844.34
2024-08-03,2985.72,2902.09,3016.01,2857.64,393207.03,1156019177.73
2024-08-04,2902.09,2688.08,2932.92,2631.57,471043.14,1318526624.61
2024-08-05,2688.08,2420.39,2695.99,2121.38,1526680.78,3591927547.03
2024-08-06,2420.39,2462.39,2555.03,2416.38,714375.21,1782189220.6
2024-08-07,2462.39,2343.5,2552.44,2309.57,726776.89,1768819066.35
2024-08-08,2343.5,2683.62,2725.27,2321.44,683581.04,1720305405.81
2024-08-09,2683.62,2600.21,2708.37,2553.45,477272.21,1254678742.58
2024-08-10,2600.21,2610.64,2645.71,2577.75,216883.19,566478754.71
2024-08-11,2610.64,2555.67,2720.01,2541.45,341708.96,895626363.13
2024-08-12,2555.67,2723.07,2750.36,2510.8,568584.98,1497872954.96
2024-08-13,2723.07,2703.6,2738.95,2611.9,445417.36,1193720774.03
2024-08-14,2703.6,2661.98,2780.36,2634.08,501689.55,1352456213.01
2024-08-15,2661.98,2570.39,2675.61,2516.45,513312.96,1339226674.49
2024-08-16,2570.39,2593.7,2631.33,2551.62,386678.1,1004141276.96
2024-08-17,2593.7,2614.92,2627.79,2588.33,145605.55,379457607.09
2024-08-18,2614.92,2612.58,2688.05,2595.09,230351.73,608760936.0
2024-08-19,2612.58,2637.47,2648.59,2564.33,350672.63,913374780.6
2024-08-20,2637.47,2573.25,2696.96,2555.47,391914.19,1027820178.53
2024-08-21,2573.25,2631.39,2665.0,2536.65,406904.03,1060404718.81
2024-08-22,2631.39,2623.57,2645.74,2585.16,302785.48,792847483.99
2024-08-23,2623.57,2764.81,2801.3,2622.04,454835.09,1227460805.08
2024-08-24,2764.81,2769.86,2821.03,2734.68,247938.26,687507298.7
2024-08-25,2769.86,2747.52,2793.69,2734.94,197125.99,544826991.77
2024-08-26,2747.52,2681.15,2763.44,2667.78,361330.86,983028927.22
2024-08-27,2681.15,2458.29,2700.25,2397.41,575029.06,1478097677.49
2024-08-28,2458.29,2528.73,2555.36,2419.63,723938.63,1805521537.98
2024-08-29,2528.73,2527.97,2596.48,2505.99,490152.85,1248564659.83
2024-08-30,2527.97,2526.02,2549.39,2431.81,540292.51,1350698797.75
2024-08-31,2526.02,2513.01,2533.75,2492.3,161106.88,405411435.18
2024-09-01,2513.01,2426.06,2516.11,2399.46,391153.73,965223692.27
2024-09-02,2426.06,2538.22,2564.12,2423.46,443297.14,1104998067.39
2024-09-03,2538.22,2424.4,2553.6,2412.13,404963.91,1002071915.38
2024-09-04,2424.4,2450.36,2489.97,2307.38,631890.81,1522896400.47
2024-09-05,2450.36,2367.89,2465.98,2347.87,506160.09,1211036915.11
2024-09-06,2367.89,2224.52,2408.12,2150.58,1270951.21,2911433881.45
2024-09-07,2224.52,2273.45,2311.5,2221.47,397641.65,903055827.51
2024-09-08,2273.45,2297.39,2333.32,2240.93,418755.78,956132080.19
2024-09-09,2297.39,2360.0,2381.15,2272.96,734292.08,1706417888.46
2024-09-10,2360.0,2388.83,2399.89,2321.2,515248.66,1213946829.14
2024-09-11,2388.83,2340.73,2389.63,2277.46,810168.09,1893281252.44
2024-09-12,2340.73,2361.91,2392.23,2315.2,540552.51,1272153141.66
2024-09-13,2361.91,2441.28,2467.01,2337.55,558228.19,1341722179.48
2024-09-14,2441.28,2418.52,2442.6,2380.27,228792.89,553168350.76
2024-09-15,2418.52,2316.46,2430.97,2284.83,397331.43,939667666.73
2024-09-16,2316.46,2295.53,2335.55,2252.35,620444.86,1419906010.83
2024-09-17,2295.53,2342.21,2394.13,2263.23,534392.14,1250600523.86
2024-09-18,2342.21,2375.01,2376.81,2277.24,802301.0,1863106009.93
2024-09-19,2375.01,2465.83,2495.81,2373.21,669373.26,1631198496.45
2024-09-20,2465.83,2561.88,2572.48,2438.28,662488.82,1676058410.49
2024-09-21,2561.88,2613.27,2623.23,2529.08,350291.99,898249036.55
2024-09-22,2613.27,2581.43,2632.42,2525.5,433318.91,1119229049.35
2024-09-23,2581.43,2647.17,2703.72,2540.14,797788.43,2114026606.3
2024-09-24,2647.17,2653.41,2671.47,2591.67,564932.4,1489530217.0
2024-09-25,2653.41,2579.69,2673.98,2554.44,458195.34,1193419716.98
2024-09-26,2579.69,2632.81,2667.12,2558.97,636262.74,1671331616.32
2024-09-27,2632.81,2695.48,2729.09,2615.78,630258.28,1686949107.85
2024-09-28,2695.48,2676.03,2704.85,2650.36,253740.82,679092312.05
2024-09-29,2676.03,2658.08,2684.06,2634.67,336903.96,896401461.54
2024-09-30,2658.08,2601.63,2663.74,2574.29,675135.62,1764901279.49
2024-10-01,2601.63,2447.54,2658.14,2412.86,935350.48,2371417682.45
2024-10-02,2447.54,2363.64,2498.47,2351.69,878594.95,2135168461.41
